"Monthly age-standardised mortality rates by vaccination status by age group for all cause deaths, deaths involving COVID-19 and deaths not involving COVID-19, per 100,000 person-years, England, deaths occurring between 1 January 2021 and 31 May 2022"										
This worksheet contains 1 table.										
"Source: Source: Office for National Statistics, National Immunisation Management Service."										
Cause of Death	Year	Month	Age group	Vaccination status	Count of deaths	Person-years	"Age-standardised mortality rate / 100,000 person-years"	Noted as Unreliable	Lower confidence limit	Upper confidence limit
Deaths involving COVID-19	2022	May	40-49	"Second dose, at least 21 days ago"	5	69537	8.0	u	2.6	18.7
Deaths involving COVID-19	2022	May	40-49	"Third dose or booster, less than 21 days ago"	<3	1583	x		x	x
Deaths involving COVID-19	2022	May	40-49	"Third dose or booster, at least 21 days ago"	6	325485	1.8	u	0.7	4.0
Deaths involving COVID-19	2022	May	50-59	Unvaccinated	3	37361	7.7	u	1.6	22.5
Deaths involving COVID-19	2022	May	50-59	"First dose, less than 21 days ago"	<3	41	x		x	x
Deaths involving COVID-19	2022	May	50-59	"First dose, at least 21 days ago"	<3	5355	x		x	x
Deaths involving COVID-19	2022	May	50-59	"Second dose, less than 21 days ago"	<3	120	x		x	x
Deaths involving COVID-19	2022	May	50-59	"Second dose, at least 21 days ago"	4	48202	9.1	u	2.5	23.2
Deaths involving COVID-19	2022	May	50-59	"Third dose or booster, less than 21 days ago"	<3	1000	x		x	x
Deaths involving COVID-19	2022	May	50-59	"Third dose or booster, at least 21 days ago"	30	450969	6.4		4.3	9.1
Deaths involving COVID-19	2022	May	60-69	Unvaccinated	7	21452	34.1	u	13.5	70.7
Deaths involving COVID-19	2022	May	60-69	"First dose, less than 21 days ago"	<3	17	x		x	x
Deaths involving COVID-19	2022	May	60-69	"First dose, at least 21 days ago"	3	2585	144.9	u	29.9	423.4
Deaths involving COVID-19	2022	May	60-69	"Second dose, less than 21 days ago"	<3	51	x		x	x
Deaths involving COVID-19	2022	May	60-69	"Second dose, at least 21 days ago"	13	22352	64.7	u	33.9	111.7
Deaths involving COVID-19	2022	May	60-69	"Third dose or booster, less than 21 days ago"	<3	404	x		x	x
Deaths involving COVID-19	2022	May	60-69	"Third dose or booster, at least 21 days ago"	70	408279	17.3		13.5	21.9
Deaths involving COVID-19	2022	May	70-79	Unvaccinated	20	10216	204.0		124.0	315.8
Deaths involving COVID-19	2022	May	70-79	"First dose, less than 21 days ago"	<3	11	x		x	x
Deaths involving COVID-19	2022	May	70-79	"First dose, at least 21 days ago"	<3	1163	x		x	x
Deaths involving COVID-19	2022	May	70-79	"Second dose, less than 21 days ago"	<3	23	x		x	x
Deaths involving COVID-19	2022	May	70-79	"Second dose, at least 21 days ago"	23	8790	271.6		171.6	408.3
Deaths involving COVID-19	2022	May	70-79	"Third dose or booster, less than 21 days ago"	<3	273	x		x	x
Deaths involving COVID-19	2022	May	70-79	"Third dose or booster, at least 21 days ago"	250	349100	71.0		62.2	79.9
Deaths involving COVID-19	2022	May	80-89	Unvaccinated	28	3918	702.6		466.7	1015.8
Deaths involving COVID-19	2022	May	80-89	"First dose, less than 21 days ago"	<3	8	x		x	x
Deaths involving COVID-19	2022	May	80-89	"First dose, at least 21 days ago"	8	528	1455.0	u	624.3	2873.5
Deaths involving COVID-19	2022	May	80-89	"Second dose, less than 21 days ago"	<3	17	x		x	x
Deaths involving COVID-19	2022	May	80-89	"Second dose, at least 21 days ago"	40	3965	972.0		693.6	1324.6
Deaths involving COVID-19	2022	May	80-89	"Third dose or booster, less than 21 days ago"	<3	269	x		x	x
Deaths involving COVID-19	2022	May	80-89	"Third dose or booster, at least 21 days ago"	487	166832	289.6		263.9	315.4
Deaths involving COVID-19	2022	May	90+	Unvaccinated	19	1126	1686.9	u	1015.2	2634.5
Deaths involving COVID-19	2022	May	90+	"First dose, less than 21 days ago"	<3	4	x		x	x
Deaths involving COVID-19	2022	May	90+	"First dose, at least 21 days ago"	<3	168	x		x	x
Deaths involving COVID-19	2022	May	90+	"Second dose, less than 21 days ago"	<3	8	x		x	x
Deaths involving COVID-19	2022	May	90+	"Second dose, at least 21 days ago"	22	1095	2010.0		1259.2	3043.3
Deaths involving COVID-19	2022	May	90+	"Third dose or booster, less than 21 days ago"	<3	122	x		x	x
Deaths involving COVID-19	2022	May	90+	"Third dose or booster, at least 21 days ago"	312	36690	850.4		758.6	950.2
Non-COVID-19 deaths	2021	January	18-39	Unvaccinated	453	919697	50.4		45.8	55.1
Non-COVID-19 deaths	2021	January	18-39	"First dose, less than 21 days ago"	8	26534	29.2	u	12.5	57.7
Non-COVID-19 deaths	2021	January	18-39	"First dose, at least 21 days ago"	3	4653	53.8	u	11.1	157.3
Non-COVID-19 deaths	2021	January	18-39	"Second dose, less than 21 days ago"	<3	1298	x		x	x
Non-COVID-19 deaths	2021	January	18-39	"Second dose, at least 21 days ago"	<3	245	x		x	x
Non-COVID-19 deaths	2021	January	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	January	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	January	40-49	Unvaccinated	677	447217	150.5		139.2	161.9
Non-COVID-19 deaths	2021	January	40-49	"First dose, less than 21 days ago"	11	19145	56.5	u	28.1	101.3
Non-COVID-19 deaths	2021	January	40-49	"First dose, at least 21 days ago"	3	3808	77.0	u	15.6	225.6
Non-COVID-19 deaths	2021	January	40-49	"Second dose, less than 21 days ago"	<3	1241	x		x	x
Non-COVID-19 deaths	2021	January	40-49	"Second dose, at least 21 days ago"	<3	230	x		x	x
Non-COVID-19 deaths	2021	January	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	January	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	January	50-59	Unvaccinated	1788	513202	346.4		330.3	362.5
Non-COVID-19 deaths	2021	January	50-59	"First dose, less than 21 days ago"	34	25011	136.4		94.4	190.7
Non-COVID-19 deaths	2021	January	50-59	"First dose, at least 21 days ago"	10	4933	201.1	u	96.4	370.0
Non-COVID-19 deaths	2021	January	50-59	"Second dose, less than 21 days ago"	3	1657	177.7	u	36.4	520.0
Non-COVID-19 deaths	2021	January	50-59	"Second dose, at least 21 days ago"	<3	309	x		x	x
Non-COVID-19 deaths	2021	January	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	January	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	January	60-69	Unvaccinated	3705	424476	876.7		848.5	904.9
Non-COVID-19 deaths	2021	January	60-69	"First dose, less than 21 days ago"	127	15399	898.0		739.0	1057.0
Non-COVID-19 deaths	2021	January	60-69	"First dose, at least 21 days ago"	10	2548	574.0	u	266.2	1070.2
Non-COVID-19 deaths	2021	January	60-69	"Second dose, less than 21 days ago"	3	877	256.0	u	52.8	748.0
Non-COVID-19 deaths	2021	January	60-69	"Second dose, at least 21 days ago"	<3	157	x		x	x
Non-COVID-19 deaths	2021	January	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	January	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	January	70-79	Unvaccinated	7022	303782	2434.5		2376.9	2492.1
Non-COVID-19 deaths	2021	January	70-79	"First dose, less than 21 days ago"	731	54364	1265.6		1162.0	1369.2
Non-COVID-19 deaths	2021	January	70-79	"First dose, at least 21 days ago"	91	2143	4354.3		3358.4	5518.5
Non-COVID-19 deaths	2021	January	70-79	"Second dose, less than 21 days ago"	4	626	588.5	u	111.2	1612.3
Non-COVID-19 deaths	2021	January	70-79	"Second dose, at least 21 days ago"	<3	77	x		x	x
Non-COVID-19 deaths	2021	January	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	January	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	January	80-89	Unvaccinated	8682	73510	11725.8		11479.1	11972.6
Non-COVID-19 deaths	2021	January	80-89	"First dose, less than 21 days ago"	2442	67433	3620.0		3476.5	3763.6
Non-COVID-19 deaths	2021	January	80-89	"First dose, at least 21 days ago"	753	14946	5009.5		4651.6	5367.4
Non-COVID-19 deaths	2021	January	80-89	"Second dose, less than 21 days ago"	237	15116	1572.3		1372.1	1772.5
Non-COVID-19 deaths	2021	January	80-89	"Second dose, at least 21 days ago"	47	2596	1817.5		1335.4	2417.0
Non-COVID-19 deaths	2021	January	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	January	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	January	90+	Unvaccinated	5740	18496	31034.3		30236.6	31847.8
Non-COVID-19 deaths	2021	January	90+	"First dose, less than 21 days ago"	1838	13696	13419.5		12812.9	14047.4
Non-COVID-19 deaths	2021	January	90+	"First dose, at least 21 days ago"	470	2868	16387.4		14939.1	17938.2
Non-COVID-19 deaths	2021	January	90+	"Second dose, less than 21 days ago"	121	2480	4878.8		4048.2	5829.6
Non-COVID-19 deaths	2021	January	90+	"Second dose, at least 21 days ago"	24	435	5519.6		3535.5	8213.2
Non-COVID-19 deaths	2021	January	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	January	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	18-39	Unvaccinated	312	775097	41.2		36.7	45.8
Non-COVID-19 deaths	2021	February	18-39	"First dose, less than 21 days ago"	41	39731	102.4		73.1	139.5
Non-COVID-19 deaths	2021	February	18-39	"First dose, at least 21 days ago"	27	42421	59.1		38.9	86.1
Non-COVID-19 deaths	2021	February	18-39	"Second dose, less than 21 days ago"	<3	702	x		x	x
Non-COVID-19 deaths	2021	February	18-39	"Second dose, at least 21 days ago"	<3	1797	x		x	x
Non-COVID-19 deaths	2021	February	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	40-49	Unvaccinated	513	361737	141.0		128.8	153.2
Non-COVID-19 deaths	2021	February	40-49	"First dose, less than 21 days ago"	54	30706	170.5		127.8	222.8
Non-COVID-19 deaths	2021	February	40-49	"First dose, at least 21 days ago"	34	30465	110.7		76.6	154.9
Non-COVID-19 deaths	2021	February	40-49	"Second dose, less than 21 days ago"	<3	621	x		x	x
Non-COVID-19 deaths	2021	February	40-49	"Second dose, at least 21 days ago"	<3	1725	x		x	x
Non-COVID-19 deaths	2021	February	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	50-59	Unvaccinated	1355	395903	340.5		322.4	358.7
Non-COVID-19 deaths	2021	February	50-59	"First dose, less than 21 days ago"	208	52699	379.7		327.6	431.9
Non-COVID-19 deaths	2021	February	50-59	"First dose, at least 21 days ago"	132	40611	320.1		265.4	374.8
Non-COVID-19 deaths	2021	February	50-59	"Second dose, less than 21 days ago"	<3	841	x		x	x
Non-COVID-19 deaths	2021	February	50-59	"Second dose, at least 21 days ago"	<3	2304	x		x	x
Non-COVID-19 deaths	2021	February	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	60-69	Unvaccinated	2278	250153	1005.2		962.8	1047.6
Non-COVID-19 deaths	2021	February	60-69	"First dose, less than 21 days ago"	633	119825	547.8		500.9	594.7
Non-COVID-19 deaths	2021	February	60-69	"First dose, at least 21 days ago"	326	29345	1146.9		1022.0	1271.7
Non-COVID-19 deaths	2021	February	60-69	"Second dose, less than 21 days ago"	3	468	928.4	u	191.5	2713.1
Non-COVID-19 deaths	2021	February	60-69	"Second dose, at least 21 days ago"	3	1235	381.7	u	78.7	1115.4
Non-COVID-19 deaths	2021	February	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	70-79	Unvaccinated	3053	41372	9521.4		9151.0	9891.7
Non-COVID-19 deaths	2021	February	70-79	"First dose, less than 21 days ago"	1878	172973	1166.6		1112.8	1220.5
Non-COVID-19 deaths	2021	February	70-79	"First dose, at least 21 days ago"	1900	110881	1603.2		1527.3	1679.0
Non-COVID-19 deaths	2021	February	70-79	"Second dose, less than 21 days ago"	3	216	1305.0	u	269.1	3813.8
Non-COVID-19 deaths	2021	February	70-79	"Second dose, at least 21 days ago"	11	845	1571.3	u	721.8	2910.1
Non-COVID-19 deaths	2021	February	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	80-89	Unvaccinated	2905	9621	29651.6		28568.7	30734.5
Non-COVID-19 deaths	2021	February	80-89	"First dose, less than 21 days ago"	1808	27502	6543.2		6241.5	6844.8
Non-COVID-19 deaths	2021	February	80-89	"First dose, at least 21 days ago"	5008	98774	5062.5		4922.3	5202.7
Non-COVID-19 deaths	2021	February	80-89	"Second dose, less than 21 days ago"	22	397	5517.3		3457.1	8354.1
Non-COVID-19 deaths	2021	February	80-89	"Second dose, at least 21 days ago"	580	20111	2885.9		2651.0	3120.8
Non-COVID-19 deaths	2021	February	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	90+	Unvaccinated	1700	3228	52662.0		50188.1	55226.3
Non-COVID-19 deaths	2021	February	90+	"First dose, less than 21 days ago"	1275	6965	18306.1		17314.9	19339.2
Non-COVID-19 deaths	2021	February	90+	"First dose, at least 21 days ago"	3506	20376	17206.6		16641.7	17785.8
Non-COVID-19 deaths	2021	February	90+	"Second dose, less than 21 days ago"	11	83	13203.2	u	6582.0	23625.9
Non-COVID-19 deaths	2021	February	90+	"Second dose, at least 21 days ago"	242	3382	7155.6		6282.4	8116.3
Non-COVID-19 deaths	2021	February	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	February	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	March	18-39	Unvaccinated	309	771450	41.2		36.6	45.8
Non-COVID-19 deaths	2021	March	18-39	"First dose, less than 21 days ago"	37	64007	52.4		36.8	72.4
Non-COVID-19 deaths	2021	March	18-39	"First dose, at least 21 days ago"	94	101620	88.4		71.2	108.6
Non-COVID-19 deaths	2021	March	18-39	"Second dose, less than 21 days ago"	<3	10273	x		x	x
Non-COVID-19 deaths	2021	March	18-39	"Second dose, at least 21 days ago"	<3	3922	x		x	x
Non-COVID-19 deaths	2021	March	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	March	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	March	40-49	Unvaccinated	377	322036	117.5		105.7	129.4
Non-COVID-19 deaths	2021	March	40-49	"First dose, less than 21 days ago"	83	58486	135.8		107.8	168.7
Non-COVID-19 deaths	2021	March	40-49	"First dose, at least 21 days ago"	189	77991	240.0		205.6	274.5
Non-COVID-19 deaths	2021	March	40-49	"Second dose, less than 21 days ago"	3	7947	34.7	u	7.2	101.5
Non-COVID-19 deaths	2021	March	40-49	"Second dose, at least 21 days ago"	3	3546	82.6	u	16.7	242.1
Non-COVID-19 deaths	2021	March	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	March	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	March	50-59	Unvaccinated	905	230773	400.8		374.7	427.0
Non-COVID-19 deaths	2021	March	50-59	"First dose, less than 21 days ago"	268	170710	154.7		136.1	173.4
Non-COVID-19 deaths	2021	March	50-59	"First dose, at least 21 days ago"	650	128489	492.1		454.0	530.3
Non-COVID-19 deaths	2021	March	50-59	"Second dose, less than 21 days ago"	9	10466	84.5	u	38.6	160.5
Non-COVID-19 deaths	2021	March	50-59	"Second dose, at least 21 days ago"	4	4757	84.2	u	22.8	215.8
Non-COVID-19 deaths	2021	March	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	March	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	March	60-69	Unvaccinated	1235	65474	2544.6		2388.4	2700.8
Non-COVID-19 deaths	2021	March	60-69	"First dose, less than 21 days ago"	451	135647	394.7		356.3	433.1
Non-COVID-19 deaths	2021	March	60-69	"First dose, at least 21 days ago"	1782	234304	760.0		723.3	796.7
Non-COVID-19 deaths	2021	March	60-69	"Second dose, less than 21 days ago"	27	6454	479.5		312.8	702.0
Non-COVID-19 deaths	2021	March	60-69	"Second dose, at least 21 days ago"	9	2647	427.2	u	186.7	825.3
Non-COVID-19 deaths	2021	March	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	March	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	March	70-79	Unvaccinated	1335	14554	9403.3		8894.5	9912.1
Non-COVID-19 deaths	2021	March	70-79	"First dose, less than 21 days ago"	345	7899	5470.9		4838.3	6103.6
Non-COVID-19 deaths	2021	March	70-79	"First dose, at least 21 days ago"	5704	329094	1758.3		1712.6	1804.0
Non-COVID-19 deaths	2021	March	70-79	"Second dose, less than 21 days ago"	176	8682	1899.6		1595.5	2203.6
Non-COVID-19 deaths	2021	March	70-79	"Second dose, at least 21 days ago"	35	1594	2151.1		1467.6	3031.2
Non-COVID-19 deaths	2021	March	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	March	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	March	80-89	Unvaccinated	1350	6511	20472.0		19378.5	21565.5
Non-COVID-19 deaths	2021	March	80-89	"First dose, less than 21 days ago"	344	1891	17651.8		15769.3	19534.3
Non-COVID-19 deaths	2021	March	80-89	"First dose, at least 21 days ago"	7867	119342	6586.4		6440.9	6732.0
Non-COVID-19 deaths	2021	March	80-89	"Second dose, less than 21 days ago"	625	20970	2939.6		2709.0	3170.3
Non-COVID-19 deaths	2021	March	80-89	"Second dose, at least 21 days ago"	835	24438	3408.3		3177.1	3639.4
Non-COVID-19 deaths	2021	March	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	March	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Non-COVID-19 deaths	2021	March	90+	Unvaccinated	766	1964	39004.5		36290.8	41867.4
Non-COVID-19 deaths	2021	March	90+	"First dose, less than 21 days ago"	207	698	29656.8		25753.8	33984.0
Non-COVID-19 deaths	2021	March	90+	"First dose, at least 21 days ago"	5210	26122	19944.6		19406.7	20493.7
